Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,AccelAero User Id,Zendesk Application Link ticket Reference,Airline,Zendesk Application Link ticket Reference.1,Browser,Browser Version,Support Category,Chargeability,Costing status,Approver,Configurations,Estimated Delivery Date,Requesting Client
AccelAero Reservations,AARESAA-12332,"AARESAA-11985 Generated ADL is not in the correct format, if subscribe seat promotion after sending the PNL",SubTask - Bug,Closed,Critical,Fixed,QACOMPLETED,Kanishka Karunaratne,2013-03-08 10:45:00,,2013-06-06 16:45:00,2013-06-06 16:45:00,,AA-G9-039.0,,,0.0,0.0,,5400.0,1800.0,3600.0,0.66,,,,"If subscribe the seat promotion after sent the PNL, generated ADL not in the correct format. Some unwanted text was printed near the PNR number. Please see sample ADL below, 

Steps to create 

• Create reservations for promotion period
• Send the PNL
• Subscribe the promotions
• Send the ADL


Sample ADL 

ADL
G90433/20MAR SHJ PART1
RBD Y/Y
-JAI04Y
CHG
2RERER/REREMR/EXST-$record.getTourID()1 .L/27774097
.R/TKNE HK1 5142351592906/1-1RERER/REREMR .R/RQST HK1 8E
.R/EXST HK1 8D-1RERER/EXST .R/XBAG HK1 BAGS 60
.R/EPAY KK2 CC/XXXX-XXXX-XXXX-0001
2SDDSD/ASDSDMR/EXST-$record.getTourID()1 .L/27774096
.R/TKNE HK1 5142351592905/1-1SDDSD/ASDSDMR .R/RQST HK1 1B
.R/EXST HK1 1A-1SDDSD/EXST .R/XBAG HK1 BAGS 60
.R/EPAY KK2 CC/XXXX-XXXX-XXXX-0001
ENDADL



",Default,0.66,0.66,3600.0,1800.0,5400.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-10582,AARESAA-9437 Infant's past port details not sending through PNL/ADL,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,XEMP - Nirosha Namali (QA),2012-09-12 12:12:00,,2015-03-27 08:45:00,2015-03-27 08:45:00,,,,,0.0,1.0,,,,,,,,,"Infant's past port details not sending through PNL/ADL.

PP Number, Date of expiry, Issued Country. This cause problems in DCS.

DCS comment:
""Infant details such as Passport number, Expiry Date and Issued count which have entered in the reservation side are not visible in the APIS Screen.""",Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-22054,AARESAA-20042 For some meals the system displays invalid Charge code and Meal Code in PNL but in ADL system displays the correct code,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Ruwani Jayasinghe (QA),2015-07-17 10:45:00,,2015-07-17 12:23:00,2015-07-17 12:23:00,,W5016.0,,,0.0,2.0,,,0.0,3900.0,,,,,"steps: 
1) Create a reservation via XBE and add the meal 'Chicken Salad' 

Ex: IKA/DXB 01/08/2015 W5061 

selected meal Chicken Salad' 


When user run the PNL 


1LANISTER/JAMMYMR .L/60467512.R/TKNE HK1 5379534280240/1-1LANISTER/JAMMYMR .R/VLML HK1 
.R/WCHC HK1 



When user runs the ADL: 


1LANISTER/JAMMYMR .L/60467512.R/TKNE HK1 5379534280240/1-1LANISTER/JAMMYMR .R/WCHC HK1 
.R/SPML HK1 CHS 



Expected Result: 
CHS 



",Default,1.0,1.0,3900.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-9966,Booking/PNL/ADL doesn't reflect booked seats when respective seat charge is made inactive later.,Bug,Closed,Blocker,Done,Marlon Ganeshan (QA),Janaka Padukka,2012-08-04 19:37:00,,2016-06-23 15:05:00,2016-06-23 15:05:00,,AA-G9-036.0,,,0.0,1.0,_thumb_19416.png _thumb_19417.png _thumb_19418.png _thumb_19419.png _thumb_19420.png ,,,,,,,,"Sample Scenario:
1. Pax books a reservation with one way segment (Eg. SHJ/CMB) with seat 1E
2. Later in seat template which is linked to booked flight, 1E seat is made inactive to 
avoid booking of the same seat in other flights, where same template is linked.
3. Now when the booking get loaded, in ancillaries, booked seats are not shown, even though the charge is visible in account tab.
4. Also in PNL/ADL booked seat is not reflected and only in manifest it is visible.",Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-22741,AARESAA-21271 The eticket no of the PNR is not going with MAB side PNL and ADL (A1 flights),SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Ruwani Jayasinghe (QA),2015-09-30 11:58:00,,2015-10-08 19:15:00,2015-10-08 19:15:00,,W5017.0,,,0.0,3.0,,,,,,,,,"1) Place a reservation in MAB side (A1) flight 
2) send PNL // ADL 

Actual Result: 

The Eticket of the reservations are not going with PNL ADL 

Samples 
PNL 
A1230/25OCT THR PART1 
RBD Y/QY 
-MHD00C 
-MHD00Q 
-MHD04Y 
1DAS/COLOMCOMISS-A2 .L/10001571 
.R/CHLD HK1 07OCT04-1DAS/COLOMCOMISS 
.R/DOCS HK1/I//12/LK/07OCT04/F//DAS/COLOMCO-1DAS/COLOMCOMISS 
1DEVELOPER/AAAMR .L/10001518 
1PERERA/KATHIEMR-A2 
.R/DOCS HK1/I//12/LK/08OCT86/M//PERERA/KATHIE-1PERERA/KATHIEMR 
.R/INFT HK1 10SEP15 JESICA/FASSYMSTR 
.R/DOCS HK1 12//10SEP15/JESICA/FASSY/I 
1TEST/TESTMR .L/10001573 
.R/DOCS HK1/I//NIC123/LK/10OCT69/M//TEST/TEST-1TEST/TESTMR 
ENDPNL 


ADL 
A1700/05OCT IKA PART1 
RBD Y/WY 
-DMM02W 
ADD 
1DECCCVELOPER/CCCCMR .L/10001577 
.R/DOCS HK1 /P/RU/2232/LK/10OCT86/M/21OCT21/DECCCVELOPER/CCCC-1D 
.RN/ECCCVELOPER/CCCCMR 
-DMM00Y",Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-25413,AARESAA-25263 Two separated parts are there in PNL/ADL for a pax which is having same last name.,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Manuja Kapugama (QA),2016-06-06 14:58:00,,2016-06-07 09:59:00,2016-06-07 09:58:00,,7,,,0.0,2.0,,7200.0,0.0,9000.0,1.25,,,,"Two separated parts are there in PNL/ADL for a pax which is having same last name. 

Steps to recreate 
================== 
1. Create a reservation with 3 AD , 2CHD , 1 INF which having same last name for all. 
2. Send PNL. 

Actual Result 
================== 
Two separated part are there in PNL. Not displaying all the pax in same line. 

PNL 
=================== 
PNL 
W5260/05AUG DEL PART1 
RBD Y/N 
-IKA005N 
4TEST/FATHERMR/MOTHERMRS/AUNTYMS/CHILDBOYMSTR-B5 .L/19347407 
.R/TKNE HK1 5379535218617/1-1TEST/FATHERMR 
.R/TKNE HK1 5379535218619/1-1TEST/MOTHERMRS 
.R/TKNE HK1 5379535218618/1-1TEST/AUNTYMS 
.R/TKNE HK1 5379535218620/1-1TEST/CHILDBOYMSTR 
.R/CHLD HK1 01FEB05-1TEST/CHILDBOYMSTR 
.R/INFT HK1 01JAN15 TEST/BABYBOYMSTR 
.R/TKNE HK1 INF5379535218621/1-1TEST/MOTHERMRS 
.R/DOCS HK1 /P/LK/CCS06//01JAN15//01AUG20/TEST/BABYBOY-1TEST/BAB 
.RN/YBOYMSTR 
.R/DOCO HK1/WATTALA/V/155/JELA/01JUN16/AU/I-1TEST/BABYBOYMSTR 
.R/DOCO HK1/WATTALA/V/150/JELA/01JUN16/AU-1TEST/FATHERMR 
.R/DOCO HK1/WATTALA/V/151/JELA/01JUN16/AU-1TEST/MOTHERMRS 
.R/DOCO HK1/WATTALA/V/152/JELA/01JUN16/AU-1TEST/AUNTYMS 
.R/DOCO HK1/WATTALA/V/153/JELA/01JUN16/AU-1TEST/CHILDBOYMSTR 
.R/DOCS HK1 /P/LK/CCS01//01FEB85/M/01AUG20/TEST/FATHER-1TEST/FAT 
.RN/HERMR 
.R/DOCS HK1 /P/LK/CCS02//02FEB85/F/01AUG20/TEST/MOTHER-1TEST/MOT 
.RN/HERMRS 
.R/DOCS HK1 /P/LK/CCS03//03FEB85/F/01AUG20/TEST/AUNTY-1TEST/AUNT 
.RN/YMS 
.R/DOCS HK1 /P/LK/CCS04//01FEB05/M/01AUG20/TEST/CHILDBOY-1TEST/C 
.RN/HILDBOYMSTR 
1TEST/CHILDGRLMISS-B5 
.R/TKNE HK1 5379535218616/1-1TEST/CHILDGRLMISS 
.R/CHLD HK1 02FEB05-1TEST/CHILDGRLMISS 
.R/DOCO HK1/WATTALA/V/154/JELA/01JUN16/AU- 
1TEST/CHILDGRLMISS 
.R/DOCS HK1 /P/LK/CCS05//02FEB05/F/01AUG20/TEST/CHILDGRL-1TEST/C 
.RN/HILDGRLMISS 
ENDPNL 

----------------------------------------------------------------------------------------------------------------------------- 

ADL Generated 

ADL 
W5260/05AUG DEL PART1 
RBD Y/N 
-IKA005N 
DEL 
4TEST/FATHERMR/MOTHERMRS/AUNTYMS/CHILDBOYMSTR-C5 .L/19347407 
1TEST/CHILDGRLMISS-C5 
ADD 
4TEST/FATHERMR/MOTHERMRS/AUNTYMS/CHILDBOYMSTR-C5 .L/19347407 
.R/TKNE HK1 5379535218617/1-1TEST/FATHERMR 
.R/TKNE HK1 5379535218619/1-1TEST/MOTHERMRS 
.R/TKNE HK1 5379535218618/1-1TEST/AUNTYMS 
.R/TKNE HK1 5379535218620/1-1TEST/CHILDBOYMSTR 
.R/CHLD HK1 01FEB05-1TEST/CHILDBOYMSTR 
.R/DOCO HK1/WATTALA/V/150/JELA/01JUN16/AU-1TEST/FATHERMR 
.R/DOCO HK1/WATTALA/V/151/JELA/01JUN16/AU-1TEST/MOTHERMRS 
.R/DOCO HK1/WATTALA/V/152/JELA/01JUN16/AU-1TEST/AUNTYMS 
.R/DOCO HK1/WATTALA/V/153/JELA/01JUN16/AU-1TEST/CHILDBOYMSTR 
.R/DOCS HK1 /P/LK/CCS01//01FEB85/M/01AUG20/TEST/FATHER-1TEST/FAT 
.RN/HERMR 
.R/DOCS HK1 /P/LK/CCS02//02FEB85/F/01AUG20/TEST/MOTHER-1TEST/MOT 
.RN/HERMRS 
.R/DOCS HK1 /P/LK/CCS03//03FEB85/F/01AUG20/TEST/AUNTY-1TEST/AUNT 
.RN/YMS 
.R/DOCS HK1 /P/LK/CCS04//01FEB05/M/01AUG20/TEST/CHILDBOY-1TEST/C 
.RN/HILDBOYMSTR 
1TEST/CHILDGRLMISS-C5 
.R/TKNE HK1 5379535218616/1-1TEST/CHILDGRLMISS 
.R/CHLD HK1 02FEB05-1TEST/CHILDGRLMISS 
.R/DOCO HK1/WATTALA/V/154/JELA/01JUN16/AU-1TEST/CHILDGRLMISS 
.R/DOCS HK1 /P/LK/CCS05//02FEB05/F/01AUG20/TEST/CHILDGRL-1TEST/C 
.RN/HILDGRLMISS 
ENDADL",Default,1.0,1.0,9000.0,0.0,7200.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-16818,QA TASK Capture DOCO information to include it in PNL/ADL as SSR,Bug,Closed,Major,Fixed,QACOMPLETED,Ruwani Jayasinghe (QA),2014-03-19 14:01:00,,2014-03-28 17:10:00,2014-03-28 17:10:00,,AA-W5-014.0,,,0.0,1.0,,259200.0,171000.0,88200.0,0.34,"AARESAA-16819, AARESAA-16825, AARESAA-16829, AARESAA-16854, AARESAA-16869, AARESAA-16883, AARESAA-16886, AARESAA-16888, AARESAA-16900, AARESAA-16902, AARESAA-16905, AARESAA-16907, AARESAA-16913, AARESAA-16915, AARESAA-16944",AARESAA-16200,,"Summary: - Capture DOCO information on AccelAero to include it in PNL/ADL as SSR for bookings through XBE/IBE 
Scope: 
1. DOCO (VISA) information to be captured during create/modify bookings on XBE/IBE for all applicable flights. 
2. Following fields for Visa to be captured on XBE/IBE for applicable flights: 
2.1. Place of birth 
2.2. Travel document type 
2.3. Visa document number 
2.4. Visa document place of issue 
2.5. Visa document issue date 
2.6. Country/state for which visa is applicable 

Refer details in the below snapshot for the format to generate the PNL with DOCO information. 

3. APP parameter to be introduced to enable DOCO on AccelAero. 
Out of Scope: DOCO information capturing on API bookings not considered.",Default,0.34,0.56,223200.0,171000.0,259200.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-18217,Child passengers not display at the dcs side when send the pnl/adl with CHD pax,Bug,Closed,Major,Fixed,QACOMPLETED,Upadya Herath (QA),2014-07-25 15:11:00,,2014-08-26 09:33:00,2014-07-28 17:46:00,,AA-W5-014.0,,,0.0,2.0,,,0.0,36000.0,,,,,"http://mahanair3.cmb.isaaviations.com/xbe/ 

Flight No - W51033 
Date – 01-08-2014 
Make a reservation of 4 AD and 2 CH (16767338) 
Send the PNL/ADL by selecting pnladlw5@isa.ae mail address 
Child passengers not display at the dcs side 
=============================================== 
ADL 
W51033/01AUG THR PART1 
RBD Y/EXHYZW 
-MHD00E 
-MHD26W 
ADD 
4DEVELOPER/ISAAAAAAMR/ISABBBBBMR/ISACCCCCMR/ISADDDDDMR .L/16767338 
.R/TKNE HK1 5379529182980/1-1DEVELOPER/ISAAAAAAMR 
.R/TKNE HK1 5379529182982/1-1DEVELOPER/ISABBBBBMR 
.R/TKNE HK1 5379529182981/1-1DEVELOPER/ISACCCCCMR 
.R/TKNE HK1 5379529182978/1-1DEVELOPER/ISADDDDDMR 
.R/INFT HK1 01JUL14 DEVELOPER/ISAGGGGGG 
.R/INFT HK1 01JUL14 DEVELOPER/ISAHHHHHH 
.R/TKNE HK1 INF5379529182985/1-1DEVELOPER/ISAAAAAAMR 
.R/TKNE HK1 INF5379529182984/1-1DEVELOPER/ISABBBBBMR 
.R/FPML HK1 -1DEVELOPER/ISAAAAAAMR 
.R/FPML HK1 -1DEVELOPER/ISABBBBBMR 
.R/FPML HK1 -1DEVELOPER/ISACCCCCMR 
.R/FPML HK1 -1DEVELOPER/ISADDDDDMR 
2DEVELOPER/ISAEEEEEMR/ISAFFFFFFMR-AS6 
.R/TKNE HK1 5379529182979/1-1DEVELOPER/ISAEEEEEMR 
.R/CHLD HK1 01JUL12-1DEVELOPER/ISAEEEEEMR 
.R/TKNE HK1 5379529182983/1-1DEVELOPER/ISAFFFFFFMR 
.R/CHLD HK1 01JUL12-1DEVELOPER/ISAFFFFFFMR 
.R/FPML HK1 -1DEVELOPER/ISAEEEEEMR 
.R/FPML HK1 -1DEVELOPER/ISAFFFFFFMR 
-MHD00Y 
-MHD00H 
-MHD00X 
-MHD00Z 
ENDADL 
=====================================================",Default,1.0,1.0,36000.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-22189,AARESAA-22143 PNL/ADL - Sending PNL Fails for Domestic Flight if national id not entered for CH & INF,SubTask - Bug,Closed,Critical,Fixed,QACOMPLETED,Faiza Iqbal (QA),2015-08-02 11:44:00,,2016-10-04 11:02:00,2015-08-04 16:16:00,,W5016.3,,,0.0,4.0,_thumb_39561.png ,,0.0,3600.0,,,,,"Sending PNL Fails for Domestic Flight if national id not entered for CH & INF 
Eg : 20/08 , W51067, THR 
PNR : 10690349 
Make a booking with 1 ad 1 ch and 1 inf for THR -MHD 20/08 
and leave National ID blank for CH and INF 
Then try to send PNL 
It fails --> NOT OK",Default,1.0,1.0,3600.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-18372,AARESAA-18294 PNL/ADL - Issue while sending PNL when some infant doco details are missing,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Ambegoda,2014-08-11 12:50:00,,2016-10-04 15:13:00,2014-08-13 15:30:00,,AA-W5-014.5,,,0.0,3.0,,,0.0,17100.0,,,,,"Steps : 
1. Make a booking with an infant. 
2. Fill all the doco information except the place of birth of infant. 
2. Try to send the PNL for that particular flight. It will fail. 

Test PNR: 16486935 (SHJ test)",Default,1.0,1.0,17100.0,0.0,,,,,,,,,,,,,,,W5 - MahanAir
AccelAero Reservations,AARESAA-29468,AARESAA-29128 PNL ADL Execution Flow - Improve Logs,SubTask - Bug,Open,Major,Unresolved,Rimaz Fawzer,Rimaz Fawzer,2017-09-28 01:01:00,,2017-10-25 20:52:00,,,007.6.21,,,0.0,1.0,,,,,,,,,PNL ADL Execution Flow - Improve Logs,Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-11780,AARESAA-11724 DOB of the infant is not send to the DCS system with PNL or ADL.,SubTask - Bug,Closed,Major,Fixed,Kanishka Karunaratne,XEMP - Nirosha Namali (QA),2013-01-07 11:06:00,,2013-04-01 14:24:00,2013-04-01 14:24:00,,AA-Z2-002.0,,,0.0,0.0,,,,,,,,,DOB of the infant is not send to the DCS system with PNL or ADL.,Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-11357,Duplicate passengers in KAM live PNL/ADL,Bug,Closed,Major,Fixed,QACOMPLETED,XEMP-Ishan Liyanage,2012-11-19 12:07:00,,2012-11-19 22:53:00,2012-11-19 22:53:00,,,,,0.0,0.0,,,,,,,,,duplicate passenger details are sending in PNL and ADL.,Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-28565,"AARESAA-28549 Meal, SSR elements are not gone in PNL ADL",SubTask - Bug,Resolved,Major,Fixed,Chanaka Dilshan,Chanaka Dilshan,2017-02-17 18:56:00,,2017-09-20 16:25:00,2017-02-17 19:34:00,,8,,,0.0,1.0,,,,,,,,,"Meal, SSR elements are not gone in PNL ADL",Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-26650,"AARESAA-26390 PNL/ADL : The PNL doesn't show the ""Date Variation"" for ONWARD Connection and INBOUND Connection Element when there is +1 flight",SubTask - Bug,Closed,Major,Work Completed,QACOMPLETED,Ruwani Jayasinghe (QA),2016-09-07 16:30:00,,2016-10-14 12:37:00,2016-09-09 15:02:00,,"007.0.11, 007.0.12, 007.1",,,0.0,2.0,,14400.0,0.0,23400.0,1.62,,,,"Steps: 
1) Go to http://g9cmb2.isaaviations.com/xbe/ 
2) Send PNL when the flight which contains two days ( Departure date is on one date and arrival is in another date ) 

3) Check the Inbound / Out wards of flights having 2 different dates 

Actual Result: 

Ex: 
The flight G9898 10/10/2016 SHJ/ALA departure date is 10/10/2015 and arrival date is 11/10/2015. (+1 day flight) 

When user sends the PNL for ""CMB"" of the (there is a reservation for CMB/SHJ/ALA 45286044) the .O/ doesn't show the date variation of the onward flight SHJ/ALA 

PNL 
G9504/08OCT CMB PART1 
RBD Y/Y 
-SHJ001Y 
1PLUS/CHECKMRS .L/45286044 .O/G9898C10ALA2300HK 
.R/TKNE HK1 5142369663171/1-1PLUS/CHECKMRS 
.R/XBAG HK1 BAGS 30 
ENDPNL 


2) 
same issue occurs for Inbound (.I/) . 
45286045- MAA/SHJ G9666 dep : 10-10-2016 arrival : 11-10-2016 (+1 day flight) 
reservation : MAA/SHJ/KWI 45286045 
PNL Sends for 14th OCT - SHJ/KWI 
check the Inbound connection element 

PNL 
G9125/14OCT SHJ PART1 
RBD Y/Y 
-KWI001Y 
1LOOSER/DAVIDMR .L/45286045 .I/G9666C10MAA0155HK 
.R/TKNE HK1 5142369663172/2-1LOOSER/DAVIDMR 
.R/XBAG HK1 BAGS 30 
ENDPNL 

.I/G9666C10MAA0155HK - Doesn't show the date variation 


Expected Result: 

Check the PSCRM page no 736 (3.21 section) and page 733 (3.13 section ) 
for more details. 

there has to be a date variation",Default,1.0,1.0,23400.0,0.0,14400.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-26714,AARESAA-26501 PNL/ADL - Aditional space displayed in PNL under DOCO record in between HK1 /P,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Chathurani Hettiarachchi (QA),2016-09-12 10:59:00,,2016-10-03 12:44:00,2016-09-13 13:58:00,,007.0.9,,,0.0,3.0,,7200.0,0.0,9900.0,1.37,,,,"Defect recreate steps 
i). Create a reservation with DOCO details. 
ii). Once send PNL, in Doco record between HK1 /P space displayed. 



PNL 
W51053/14SEP THR PART1 
RBD C/CDIOP Y/EGHKLNQTUVXY 
-KER000C 
-KER000D 
-KER000E 
-KER000G 
-KER000H 
-KER000I 
-KER000K 
-KER000L 
-KER002N 
1BBBB/AAAAMS-B2 .L/22071529 
.R/TKNE HK1 5379540072418/1-1BBBB/AAAAMS 
.R/DOCS HK1 /I//2352353/AO/02SEP04/F//BBBB/AAAA-1BBBB/AAAAMS 
1KKKKK/HHHHMS-B2 
.R/TKNE HK1 5379540072419/1-1KKKKK/HHHHMS 
.R/DOCS HK1 /I//4534534/AO/13SEP90/F//KKKKK/HHHH-1KKKKK/HHHHMS 
1FFFF/SSSSMR-C2 .L/22071531 
.R/TKNE HK1 5379540072420/1-1FFFF/SSSSMR 
.R/DOCS HK1 /I//345246/AU/02SEP04/M//FFFF/SSSS-1FFFF/SSSSMR 
1UUUU/TTTMS-C2 
.R/TKNE HK1 5379540072421/1-1UUUU/TTTMS 
.R/DOCS HK1 /I//64564/AU/07SEP89/F//UUUU/TTT-1UUUU/TTTMS 
-KER000Q 
-KER000T 
-KER000U 
-KER000V 
-KER000X 
-KER000Y 
ENDPNL 

",Default,1.0,1.0,9900.0,0.0,7200.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-13085,Introduce new privilege to send PNL/ADL manually,Task,Closed,Major,Fixed,QACOMPLETED,Jagath Kumara,2013-05-16 11:27:00,,2014-11-24 18:57:00,2013-05-16 17:09:00,,AA-RQ-003.1,,,0.0,0.0,,,0.0,24300.0,,"AARESAA-13086, AARESAA-15008",,,"Need to introduce new privilege to control PNL/ADL manually sending.

User's who have that privilege(tool.pnl.manually.send) should be able to send PNL/ADL manually",Default,1.0,1.0,24300.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-11154,QA Task of PNL ADL changes in Mahan,QA-Task,Closed,Major,Work Completed,QACOMPLETED,Nadeeka Pulasthini (QA),2012-10-30 13:38:00,,2014-08-13 14:23:00,2014-08-13 14:23:00,,,,,0.0,0.0,,,,,,"AARESAA-11156, AARESAA-11165, AARESAA-11166",,,QA Task of PNL ADL changes in Mahan (Dev Task - AARESAA-8041),Default,,0.1,1800.0,16200.0,18000.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-28162,Bring PNL/ADL related improvements to the branch 007.3,Task,In Progress,Major,Unresolved,Chanaka Dilshan,Chanaka Dilshan,2017-01-04 12:51:00,,2017-01-05 11:45:00,,,007.4.4,,,0.0,1.0,,,0.0,32400.0,,,,,Bring PNL/ADL related improvements on AARESAA-23081 to the branch 007.3,Default,1.0,1.0,32400.0,0.0,,,,,,,,,,,,,,,G9 - Air Arabia
AccelAero Reservations,AARESAA-14258,AARESAA-13459 Alphabetical order and grouping issue in PNL/ADL,SubTask - Bug,Closed,Major,Won't Fix,QACOMPLETED,Ambegoda,2013-08-27 14:48:00,,2013-09-06 14:18:00,2013-09-06 14:18:00,,"AA-6J-002.1, AA-W5-010.8",,,0.0,0.0,,,,,,,,,"Issue 1 :
Alphabetical order needs to be maintained in ADL

Issue 2 :
Grouping in ADL needs to be done exactly as in PNL 

Mail : ADL PROBLEM",Default,,,,,,,,,,,,,,,,,,,
